customer_id,annual_spending,purchase_frequency,age,cluster,cluster_label
400,6856.724467960193,20,50,0,"Low-Spending, Infrequent Buyers"
401,2608.3585118084493,20,58,2,"Moderate-Spending, Occasional Buyers"
402,4100.937465569341,17,31,1,"High-Spending, Frequent Buyers"
403,5007.865549577275,19,40,2,"Moderate-Spending, Occasional Buyers"
404,5070.470890647113,27,41,2,"Moderate-Spending, Occasional Buyers"
405,4324.901792781135,21,37,2,"Moderate-Spending, Occasional Buyers"
406,5934.274898521248,25,34,1,"High-Spending, Frequent Buyers"
407,3398.5693559261085,22,39,2,"Moderate-Spending, Occasional Buyers"
408,4786.430772468059,17,18,1,"High-Spending, Frequent Buyers"
409,5180.443447567848,21,42,2,"Moderate-Spending, Occasional Buyers"
410,5771.6582510881235,14,36,0,"Low-Spending, Infrequent Buyers"
411,6067.422317133334,19,33,0,"Low-Spending, Infrequent Buyers"
412,3313.036862243196,14,55,2,"Moderate-Spending, Occasional Buyers"
413,2698.8287438965667,24,28,1,"High-Spending, Frequent Buyers"
414,6916.515232847763,12,31,0,"Low-Spending, Infrequent Buyers"
415,5498.4710179693875,29,55,2,"Moderate-Spending, Occasional Buyers"
416,3877.2701951651698,22,27,1,"High-Spending, Frequent Buyers"
417,7326.727963283784,21,29,0,"Low-Spending, Infrequent Buyers"
418,5173.511951439288,21,34,1,"High-Spending, Frequent Buyers"
419,6768.945776095739,23,43,0,"Low-Spending, Infrequent Buyers"
420,5101.277722115164,27,37,1,"High-Spending, Frequent Buyers"
421,8091.121887322981,20,22,0,"Low-Spending, Infrequent Buyers"
422,7633.011263664806,17,30,0,"Low-Spending, Infrequent Buyers"
423,4626.55377728139,21,29,1,"High-Spending, Frequent Buyers"
424,6457.356426431534,14,34,0,"Low-Spending, Infrequent Buyers"
425,5968.063924377721,18,39,0,"Low-Spending, Infrequent Buyers"
426,7052.947336298523,22,39,0,"Low-Spending, Infrequent Buyers"
427,3552.6148091298433,23,18,1,"High-Spending, Frequent Buyers"
428,6029.077189997659,22,46,2,"Moderate-Spending, Occasional Buyers"
429,6587.636730274382,17,38,0,"Low-Spending, Infrequent Buyers"
430,2361.8907703653285,19,49,2,"Moderate-Spending, Occasional Buyers"
431,3225.1122310013375,27,39,1,"High-Spending, Frequent Buyers"
432,1941.151733359849,17,46,2,"Moderate-Spending, Occasional Buyers"
433,4595.889748333163,18,40,2,"Moderate-Spending, Occasional Buyers"
434,6076.313383693943,23,48,2,"Moderate-Spending, Occasional Buyers"
435,7253.535578144042,18,40,0,"Low-Spending, Infrequent Buyers"
436,5111.142170629662,19,34,0,"Low-Spending, Infrequent Buyers"
437,7442.923318356938,26,58,2,"Moderate-Spending, Occasional Buyers"
438,2929.847812677663,15,44,2,"Moderate-Spending, Occasional Buyers"
439,2444.926340967268,22,41,2,"Moderate-Spending, Occasional Buyers"
440,4916.6784516550715,18,22,1,"High-Spending, Frequent Buyers"
441,5576.098173408961,19,22,1,"High-Spending, Frequent Buyers"
442,4950.95787785886,22,38,2,"Moderate-Spending, Occasional Buyers"
443,1898.836849940185,18,36,2,"Moderate-Spending, Occasional Buyers"
444,4866.3199407308175,23,29,1,"High-Spending, Frequent Buyers"
445,3043.2957492427204,20,36,2,"Moderate-Spending, Occasional Buyers"
446,6004.508823245058,18,51,2,"Moderate-Spending, Occasional Buyers"
447,5549.897369145272,15,42,0,"Low-Spending, Infrequent Buyers"
448,3590.1803205089673,24,24,1,"High-Spending, Frequent Buyers"
449,4229.199623994959,17,34,2,"Moderate-Spending, Occasional Buyers"
450,3411.1797171665726,17,27,1,"High-Spending, Frequent Buyers"
451,4905.981354090242,21,31,1,"High-Spending, Frequent Buyers"
452,6432.713480751858,31,31,1,"High-Spending, Frequent Buyers"
453,3521.410930496684,18,30,1,"High-Spending, Frequent Buyers"
454,5756.069773276767,20,22,1,"High-Spending, Frequent Buyers"
455,4204.613572441339,21,34,1,"High-Spending, Frequent Buyers"
456,3810.690751606484,19,29,1,"High-Spending, Frequent Buyers"
457,4839.454460068163,17,18,1,"High-Spending, Frequent Buyers"
458,3447.136516370939,11,56,2,"Moderate-Spending, Occasional Buyers"
459,4169.526041979227,21,46,2,"Moderate-Spending, Occasional Buyers"
460,3203.183161116727,21,31,1,"High-Spending, Frequent Buyers"
461,7947.087699374584,19,35,0,"Low-Spending, Infrequent Buyers"
462,5052.895327957593,20,23,1,"High-Spending, Frequent Buyers"
463,3950.4117380111215,22,52,2,"Moderate-Spending, Occasional Buyers"
464,5320.969866101333,22,54,2,"Moderate-Spending, Occasional Buyers"
465,4831.507925463755,19,37,2,"Moderate-Spending, Occasional Buyers"
466,4668.545600700166,20,45,2,"Moderate-Spending, Occasional Buyers"
467,5921.250050065138,27,37,1,"High-Spending, Frequent Buyers"
468,6136.261565070958,20,22,0,"Low-Spending, Infrequent Buyers"
469,4204.2482785842085,14,31,0,"Low-Spending, Infrequent Buyers"
470,4136.27263903298,14,36,2,"Moderate-Spending, Occasional Buyers"
471,4587.422454272534,17,30,1,"High-Spending, Frequent Buyers"
472,1547.1182528966228,29,33,1,"High-Spending, Frequent Buyers"
473,2727.2134067021716,20,34,2,"Moderate-Spending, Occasional Buyers"
474,7050.311401166788,21,34,0,"Low-Spending, Infrequent Buyers"
475,7467.451570251926,17,36,0,"Low-Spending, Infrequent Buyers"
476,4626.445940665432,24,24,1,"High-Spending, Frequent Buyers"
477,5864.835444583649,20,28,0,"Low-Spending, Infrequent Buyers"
478,5466.875231815304,21,22,1,"High-Spending, Frequent Buyers"
479,9618.321212682857,16,45,0,"Low-Spending, Infrequent Buyers"
480,6679.362367151865,25,18,1,"High-Spending, Frequent Buyers"
481,4808.123612778851,19,47,2,"Moderate-Spending, Occasional Buyers"
482,3566.6893390993614,23,49,2,"Moderate-Spending, Occasional Buyers"
483,2590.330519613641,23,32,1,"High-Spending, Frequent Buyers"
484,5305.195453800835,17,18,1,"High-Spending, Frequent Buyers"
485,3865.4738820735447,24,31,1,"High-Spending, Frequent Buyers"
486,2866.619435603489,22,34,1,"High-Spending, Frequent Buyers"
487,4030.14067363621,17,25,1,"High-Spending, Frequent Buyers"
488,3377.6779945784074,23,30,1,"High-Spending, Frequent Buyers"
489,7530.712452608847,23,50,0,"Low-Spending, Infrequent Buyers"
490,6322.459635424176,22,42,0,"Low-Spending, Infrequent Buyers"
491,4988.041038025074,25,26,1,"High-Spending, Frequent Buyers"
492,7219.916208335038,13,19,0,"Low-Spending, Infrequent Buyers"
493,5116.052461471428,12,32,0,"Low-Spending, Infrequent Buyers"
494,3708.0736980076044,19,33,1,"High-Spending, Frequent Buyers"
495,7284.686115904486,18,40,0,"Low-Spending, Infrequent Buyers"
496,5808.3650655269885,20,30,0,"Low-Spending, Infrequent Buyers"
497,3444.1307685103156,12,40,2,"Moderate-Spending, Occasional Buyers"
498,4714.491982874588,24,54,2,"Moderate-Spending, Occasional Buyers"
499,3686.5726199228643,10,43,2,"Moderate-Spending, Occasional Buyers"
500,2925.800403553496,19,35,2,"Moderate-Spending, Occasional Buyers"
501,6389.266321297462,16,33,0,"Low-Spending, Infrequent Buyers"
502,7864.124960705196,19,31,0,"Low-Spending, Infrequent Buyers"
503,2902.148639271288,17,47,2,"Moderate-Spending, Occasional Buyers"
504,5844.453855035857,16,29,0,"Low-Spending, Infrequent Buyers"
505,4024.0361463172594,18,35,2,"Moderate-Spending, Occasional Buyers"
506,4269.311924352956,20,36,2,"Moderate-Spending, Occasional Buyers"
507,4111.409113641696,21,30,1,"High-Spending, Frequent Buyers"
508,3704.013845480276,12,21,1,"High-Spending, Frequent Buyers"
509,5072.78244191724,16,38,0,"Low-Spending, Infrequent Buyers"
510,3753.5748253834436,21,34,1,"High-Spending, Frequent Buyers"
511,5405.685238669758,17,40,0,"Low-Spending, Infrequent Buyers"
512,4924.642835826295,17,30,0,"Low-Spending, Infrequent Buyers"
513,4641.5779297003855,22,47,2,"Moderate-Spending, Occasional Buyers"
514,3638.6545069376034,23,26,1,"High-Spending, Frequent Buyers"
515,4134.843004147501,10,52,2,"Moderate-Spending, Occasional Buyers"
516,6133.0868387386345,23,18,1,"High-Spending, Frequent Buyers"
517,5751.375781436571,25,39,1,"High-Spending, Frequent Buyers"
518,3533.6671328021735,16,40,2,"Moderate-Spending, Occasional Buyers"
519,5148.998458143838,17,27,0,"Low-Spending, Infrequent Buyers"
520,6127.080685057684,18,39,0,"Low-Spending, Infrequent Buyers"
521,2495.8920783179424,25,48,2,"Moderate-Spending, Occasional Buyers"
522,5815.040288569902,19,18,1,"High-Spending, Frequent Buyers"
523,4006.06436158123,13,40,2,"Moderate-Spending, Occasional Buyers"
524,5855.898002889739,20,18,1,"High-Spending, Frequent Buyers"
525,3855.111265186225,22,25,1,"High-Spending, Frequent Buyers"
526,2292.6768490032214,23,51,2,"Moderate-Spending, Occasional Buyers"
527,2558.686343175256,30,29,1,"High-Spending, Frequent Buyers"
528,5072.127419992073,17,23,1,"High-Spending, Frequent Buyers"
529,5389.583752582223,24,33,1,"High-Spending, Frequent Buyers"
530,3643.525062343387,10,56,2,"Moderate-Spending, Occasional Buyers"
531,5957.888688166061,31,18,1,"High-Spending, Frequent Buyers"
532,2507.71990659656,19,24,1,"High-Spending, Frequent Buyers"
533,4900.880302029025,16,50,2,"Moderate-Spending, Occasional Buyers"
534,3183.475700356315,18,54,2,"Moderate-Spending, Occasional Buyers"
535,4022.245838296761,24,34,1,"High-Spending, Frequent Buyers"
536,5071.098006974621,16,23,0,"Low-Spending, Infrequent Buyers"
537,3709.3799520740713,20,56,2,"Moderate-Spending, Occasional Buyers"
538,4423.166683655262,16,51,2,"Moderate-Spending, Occasional Buyers"
539,6509.439213821661,21,42,0,"Low-Spending, Infrequent Buyers"
540,4134.6621957152765,14,27,1,"High-Spending, Frequent Buyers"
541,6253.5381680977125,23,35,0,"Low-Spending, Infrequent Buyers"
542,3305.439718013573,22,33,1,"High-Spending, Frequent Buyers"
543,5794.706266872924,23,38,1,"High-Spending, Frequent Buyers"
544,7162.35293098685,26,50,2,"Moderate-Spending, Occasional Buyers"
545,1292.533249809066,18,44,2,"Moderate-Spending, Occasional Buyers"
546,3804.657116794285,13,24,1,"High-Spending, Frequent Buyers"
547,5865.60819077081,17,49,2,"Moderate-Spending, Occasional Buyers"
548,4695.431920935511,18,38,2,"Moderate-Spending, Occasional Buyers"
549,5556.718810056963,14,42,0,"Low-Spending, Infrequent Buyers"
550,4094.022219926269,20,50,2,"Moderate-Spending, Occasional Buyers"
551,5129.88468120935,20,24,1,"High-Spending, Frequent Buyers"
552,4766.484146911881,32,35,1,"High-Spending, Frequent Buyers"
553,6751.673092489711,22,30,0,"Low-Spending, Infrequent Buyers"
554,5381.6312649518195,14,19,0,"Low-Spending, Infrequent Buyers"
555,5506.403993112804,14,38,0,"Low-Spending, Infrequent Buyers"
556,4382.184550816299,24,60,2,"Moderate-Spending, Occasional Buyers"
557,4268.59066389126,18,18,1,"High-Spending, Frequent Buyers"
558,4351.162718270569,25,35,1,"High-Spending, Frequent Buyers"
559,5591.678213567446,24,41,2,"Moderate-Spending, Occasional Buyers"
560,4368.523278769606,19,36,2,"Moderate-Spending, Occasional Buyers"
561,5434.66228534462,11,34,0,"Low-Spending, Infrequent Buyers"
562,8113.101197968159,16,22,0,"Low-Spending, Infrequent Buyers"
563,6306.687055147539,23,37,0,"Low-Spending, Infrequent Buyers"
564,4510.964701748238,29,27,1,"High-Spending, Frequent Buyers"
565,6801.820883245917,32,18,1,"High-Spending, Frequent Buyers"
566,4387.886940467673,18,47,2,"Moderate-Spending, Occasional Buyers"
567,1942.8131972332194,15,45,2,"Moderate-Spending, Occasional Buyers"
568,3487.8705336238936,22,36,2,"Moderate-Spending, Occasional Buyers"
569,2193.8121184612164,21,37,2,"Moderate-Spending, Occasional Buyers"
570,4472.729773938037,25,46,2,"Moderate-Spending, Occasional Buyers"
571,5027.627568784327,18,37,2,"Moderate-Spending, Occasional Buyers"
572,7514.655968412924,17,44,0,"Low-Spending, Infrequent Buyers"
573,5490.391060646244,28,32,1,"High-Spending, Frequent Buyers"
574,4671.349206786704,20,48,2,"Moderate-Spending, Occasional Buyers"
575,6244.1083717752335,23,38,0,"Low-Spending, Infrequent Buyers"
576,1683.2970364881721,14,37,2,"Moderate-Spending, Occasional Buyers"
577,5353.4218371628485,22,22,1,"High-Spending, Frequent Buyers"
578,6156.29779083045,20,38,0,"Low-Spending, Infrequent Buyers"
579,2782.1206313302378,20,27,1,"High-Spending, Frequent Buyers"
580,6715.631064810394,12,29,0,"Low-Spending, Infrequent Buyers"
581,5507.744611241621,24,27,1,"High-Spending, Frequent Buyers"
582,4377.068129148798,21,24,1,"High-Spending, Frequent Buyers"
583,5949.172799159427,9,56,2,"Moderate-Spending, Occasional Buyers"
584,8406.039286706593,19,48,0,"Low-Spending, Infrequent Buyers"
585,5272.799382587743,25,54,2,"Moderate-Spending, Occasional Buyers"
586,5372.330879450504,31,23,1,"High-Spending, Frequent Buyers"
587,4310.958650689634,21,36,2,"Moderate-Spending, Occasional Buyers"
588,3725.233445802812,19,22,1,"High-Spending, Frequent Buyers"
589,6245.503724816368,12,28,0,"Low-Spending, Infrequent Buyers"
590,3715.8742611366993,24,26,1,"High-Spending, Frequent Buyers"
591,5107.349355829088,20,47,2,"Moderate-Spending, Occasional Buyers"
592,4283.513829852325,16,31,1,"High-Spending, Frequent Buyers"
593,5718.469738619588,22,46,2,"Moderate-Spending, Occasional Buyers"
594,5500.493157930422,21,41,2,"Moderate-Spending, Occasional Buyers"
595,6556.309916386848,20,58,2,"Moderate-Spending, Occasional Buyers"
596,4234.975401717879,28,20,1,"High-Spending, Frequent Buyers"
597,4595.187597059943,22,48,2,"Moderate-Spending, Occasional Buyers"
598,3531.854426326539,17,46,2,"Moderate-Spending, Occasional Buyers"
599,4333.560109885832,23,25,1,"High-Spending, Frequent Buyers"
600,5565.950739567278,19,45,2,"Moderate-Spending, Occasional Buyers"
601,6135.482924968028,20,38,0,"Low-Spending, Infrequent Buyers"
602,3616.752013733562,14,33,2,"Moderate-Spending, Occasional Buyers"
603,6304.40888015849,19,27,0,"Low-Spending, Infrequent Buyers"
604,7033.456788207426,24,28,0,"Low-Spending, Infrequent Buyers"
605,5620.152354835551,18,55,2,"Moderate-Spending, Occasional Buyers"
606,7815.193718837099,21,35,0,"Low-Spending, Infrequent Buyers"
607,3839.3162013446404,24,43,2,"Moderate-Spending, Occasional Buyers"
608,3133.017945032874,21,27,1,"High-Spending, Frequent Buyers"
609,2331.919626643582,22,27,1,"High-Spending, Frequent Buyers"
610,7244.066467233774,13,46,0,"Low-Spending, Infrequent Buyers"
611,5981.548484531087,16,22,0,"Low-Spending, Infrequent Buyers"
612,4916.622993634317,8,31,0,"Low-Spending, Infrequent Buyers"
613,5419.95293947973,26,35,1,"High-Spending, Frequent Buyers"
614,3311.7664290524353,30,36,1,"High-Spending, Frequent Buyers"
615,8668.627969425239,19,33,0,"Low-Spending, Infrequent Buyers"
616,5193.831772962842,20,39,2,"Moderate-Spending, Occasional Buyers"
617,5164.092191907339,17,42,2,"Moderate-Spending, Occasional Buyers"
618,6088.649935848038,27,42,2,"Moderate-Spending, Occasional Buyers"
619,5721.51384760507,24,25,1,"High-Spending, Frequent Buyers"
620,5335.826036418697,20,32,1,"High-Spending, Frequent Buyers"
621,3814.2883168320323,21,47,2,"Moderate-Spending, Occasional Buyers"
622,5707.202535703994,18,44,2,"Moderate-Spending, Occasional Buyers"
623,7823.03674471255,16,21,0,"Low-Spending, Infrequent Buyers"
624,7018.130069232467,20,39,0,"Low-Spending, Infrequent Buyers"
625,7389.779939959095,18,18,0,"Low-Spending, Infrequent Buyers"
626,4233.176485353222,24,35,1,"High-Spending, Frequent Buyers"
627,3515.592769612129,15,54,2,"Moderate-Spending, Occasional Buyers"
628,4811.3196198505275,20,26,1,"High-Spending, Frequent Buyers"
629,5083.587368433042,19,27,1,"High-Spending, Frequent Buyers"
630,6641.287277706423,14,43,0,"Low-Spending, Infrequent Buyers"
631,2461.303055427771,20,20,1,"High-Spending, Frequent Buyers"
632,7294.32547919092,34,29,1,"High-Spending, Frequent Buyers"
633,4762.988152131516,17,41,2,"Moderate-Spending, Occasional Buyers"
634,4359.67839507887,16,29,1,"High-Spending, Frequent Buyers"
635,3481.8434371097487,16,33,2,"Moderate-Spending, Occasional Buyers"
636,2517.714992201346,23,42,2,"Moderate-Spending, Occasional Buyers"
637,6234.755875942872,19,39,0,"Low-Spending, Infrequent Buyers"
638,5109.976950782606,18,38,2,"Moderate-Spending, Occasional Buyers"
639,3065.058650388419,25,32,1,"High-Spending, Frequent Buyers"
640,3057.3818419045756,18,39,2,"Moderate-Spending, Occasional Buyers"
641,4496.322951064808,24,34,1,"High-Spending, Frequent Buyers"
642,7503.532287934089,21,40,0,"Low-Spending, Infrequent Buyers"
643,4610.612972954593,12,30,0,"Low-Spending, Infrequent Buyers"
644,2745.2855703228406,23,33,1,"High-Spending, Frequent Buyers"
645,4631.385403871083,24,25,1,"High-Spending, Frequent Buyers"
646,4590.914645378494,30,35,1,"High-Spending, Frequent Buyers"
647,954.6700355876424,17,27,1,"High-Spending, Frequent Buyers"
648,4918.557700223281,17,24,1,"High-Spending, Frequent Buyers"
649,4653.598204686983,24,38,1,"High-Spending, Frequent Buyers"
650,6044.309547220128,20,37,0,"Low-Spending, Infrequent Buyers"
651,7773.434142418018,18,43,0,"Low-Spending, Infrequent Buyers"
652,6689.847544321636,25,31,1,"High-Spending, Frequent Buyers"
653,4596.6669641677545,23,39,2,"Moderate-Spending, Occasional Buyers"
654,3340.211136887495,28,41,2,"Moderate-Spending, Occasional Buyers"
655,8860.039704874791,17,39,0,"Low-Spending, Infrequent Buyers"
656,5088.827651021732,15,27,0,"Low-Spending, Infrequent Buyers"
657,5020.8939378694195,23,36,1,"High-Spending, Frequent Buyers"
658,4963.812369334995,30,39,1,"High-Spending, Frequent Buyers"
659,5297.127141151783,18,35,0,"Low-Spending, Infrequent Buyers"
660,4783.459382114086,24,18,1,"High-Spending, Frequent Buyers"
661,4139.506989679646,18,37,2,"Moderate-Spending, Occasional Buyers"
662,4179.711588139412,25,57,2,"Moderate-Spending, Occasional Buyers"
663,4950.870094676003,19,31,1,"High-Spending, Frequent Buyers"
664,4184.862843299353,15,28,1,"High-Spending, Frequent Buyers"
665,3930.7313259842535,21,39,2,"Moderate-Spending, Occasional Buyers"
666,5159.6453415378455,15,38,0,"Low-Spending, Infrequent Buyers"
667,4617.534173868717,17,47,2,"Moderate-Spending, Occasional Buyers"
668,7255.989482874033,22,22,0,"Low-Spending, Infrequent Buyers"
669,1023.5452874104822,16,42,2,"Moderate-Spending, Occasional Buyers"
670,6637.260277883693,21,41,0,"Low-Spending, Infrequent Buyers"
671,6869.127788746444,27,34,1,"High-Spending, Frequent Buyers"
672,1889.9146513877758,22,38,2,"Moderate-Spending, Occasional Buyers"
673,4485.968608879477,21,45,2,"Moderate-Spending, Occasional Buyers"
674,4442.8387010063125,17,44,2,"Moderate-Spending, Occasional Buyers"
675,2888.732457923268,22,24,1,"High-Spending, Frequent Buyers"
676,3833.2749686136867,23,43,2,"Moderate-Spending, Occasional Buyers"
677,3334.136231801257,12,34,2,"Moderate-Spending, Occasional Buyers"
678,7628.405665135434,17,36,0,"Low-Spending, Infrequent Buyers"
679,6403.517589721192,22,36,0,"Low-Spending, Infrequent Buyers"
680,6907.332642491238,11,33,0,"Low-Spending, Infrequent Buyers"
681,6082.508096064853,29,47,2,"Moderate-Spending, Occasional Buyers"
682,3306.422343174156,22,34,1,"High-Spending, Frequent Buyers"
683,4213.21960058034,16,24,1,"High-Spending, Frequent Buyers"
684,5734.061841841877,23,31,1,"High-Spending, Frequent Buyers"
685,3166.8082866620816,17,37,2,"Moderate-Spending, Occasional Buyers"
686,6069.4976452585815,11,47,0,"Low-Spending, Infrequent Buyers"
687,4639.511902762797,14,41,2,"Moderate-Spending, Occasional Buyers"
688,4437.768788675604,23,26,1,"High-Spending, Frequent Buyers"
689,6066.439952305237,19,60,2,"Moderate-Spending, Occasional Buyers"
690,5666.39496722906,19,38,0,"Low-Spending, Infrequent Buyers"
691,4458.55075127138,16,48,2,"Moderate-Spending, Occasional Buyers"
692,6738.9947050463725,17,33,0,"Low-Spending, Infrequent Buyers"
693,3378.4050086001544,21,40,2,"Moderate-Spending, Occasional Buyers"
694,5923.903410416396,17,43,0,"Low-Spending, Infrequent Buyers"
695,5889.651886952575,21,47,2,"Moderate-Spending, Occasional Buyers"
696,4535.680341029015,22,46,2,"Moderate-Spending, Occasional Buyers"
697,5489.199533363177,16,44,2,"Moderate-Spending, Occasional Buyers"
698,3123.3296354220456,23,32,1,"High-Spending, Frequent Buyers"
699,6386.040528810352,17,29,0,"Low-Spending, Infrequent Buyers"
700,4722.646795335517,21,38,2,"Moderate-Spending, Occasional Buyers"
701,4215.915469221441,30,44,2,"Moderate-Spending, Occasional Buyers"
702,6573.513838755334,16,33,0,"Low-Spending, Infrequent Buyers"
703,3943.484464185861,23,46,2,"Moderate-Spending, Occasional Buyers"
704,2887.3080554546605,19,50,2,"Moderate-Spending, Occasional Buyers"
705,2665.0562397141443,21,26,1,"High-Spending, Frequent Buyers"
706,5909.014927018459,19,27,0,"Low-Spending, Infrequent Buyers"
707,3079.3559712555752,15,34,2,"Moderate-Spending, Occasional Buyers"
708,7632.191272976546,36,38,1,"High-Spending, Frequent Buyers"
709,1877.105888174417,13,30,2,"Moderate-Spending, Occasional Buyers"
710,7544.684552435057,27,49,0,"Low-Spending, Infrequent Buyers"
711,5316.526200803928,17,39,0,"Low-Spending, Infrequent Buyers"
712,4854.930332194412,23,35,1,"High-Spending, Frequent Buyers"
713,4182.621369786575,21,21,1,"High-Spending, Frequent Buyers"
714,5598.704171528107,22,22,1,"High-Spending, Frequent Buyers"
715,4943.547946362727,23,38,2,"Moderate-Spending, Occasional Buyers"
716,6654.952823024782,16,18,0,"Low-Spending, Infrequent Buyers"
717,5171.341472993059,23,45,2,"Moderate-Spending, Occasional Buyers"
718,5225.452642192817,16,33,0,"Low-Spending, Infrequent Buyers"
719,4454.581681679216,17,67,2,"Moderate-Spending, Occasional Buyers"
720,4914.581564418399,11,58,2,"Moderate-Spending, Occasional Buyers"
721,5461.702653338089,23,33,1,"High-Spending, Frequent Buyers"
722,2434.7474110150615,22,34,1,"High-Spending, Frequent Buyers"
723,2977.7218668414307,24,45,2,"Moderate-Spending, Occasional Buyers"
724,6114.896141034073,28,52,2,"Moderate-Spending, Occasional Buyers"
725,5256.298157191913,16,19,0,"Low-Spending, Infrequent Buyers"
726,4724.024995470982,23,18,1,"High-Spending, Frequent Buyers"
727,5027.650899598089,20,29,1,"High-Spending, Frequent Buyers"
728,5521.372558042506,18,41,2,"Moderate-Spending, Occasional Buyers"
729,4190.360479535958,21,40,2,"Moderate-Spending, Occasional Buyers"
730,3832.542911896531,17,46,2,"Moderate-Spending, Occasional Buyers"
731,5293.767882646523,27,23,1,"High-Spending, Frequent Buyers"
732,3532.440833577452,24,18,1,"High-Spending, Frequent Buyers"
733,5612.379133571708,22,44,2,"Moderate-Spending, Occasional Buyers"
734,2446.124593643239,23,27,1,"High-Spending, Frequent Buyers"
735,6543.733455988466,19,18,0,"Low-Spending, Infrequent Buyers"
736,5708.896223619565,29,36,1,"High-Spending, Frequent Buyers"
737,5384.044601470813,25,43,2,"Moderate-Spending, Occasional Buyers"
738,6474.03647591827,19,34,0,"Low-Spending, Infrequent Buyers"
739,7498.2116666938655,17,30,0,"Low-Spending, Infrequent Buyers"
740,6521.555097527195,11,33,0,"Low-Spending, Infrequent Buyers"
741,2238.688653002532,28,31,1,"High-Spending, Frequent Buyers"
742,3080.6345498964474,24,22,1,"High-Spending, Frequent Buyers"
743,4062.7721334564817,22,28,1,"High-Spending, Frequent Buyers"
744,5039.136575316251,15,40,2,"Moderate-Spending, Occasional Buyers"
745,5776.488530703685,12,38,0,"Low-Spending, Infrequent Buyers"
746,3911.384280269802,22,37,2,"Moderate-Spending, Occasional Buyers"
747,5280.150146715618,25,25,1,"High-Spending, Frequent Buyers"
748,3866.925601470016,13,33,2,"Moderate-Spending, Occasional Buyers"
749,4082.7232955120776,17,18,1,"High-Spending, Frequent Buyers"
750,2890.0083547276668,20,37,2,"Moderate-Spending, Occasional Buyers"
751,3615.1501308336437,18,49,2,"Moderate-Spending, Occasional Buyers"
752,2972.4730915754994,30,20,1,"High-Spending, Frequent Buyers"
753,3536.190120534001,18,29,1,"High-Spending, Frequent Buyers"
754,6580.462694911759,13,38,0,"Low-Spending, Infrequent Buyers"
755,3575.9016667520855,21,48,2,"Moderate-Spending, Occasional Buyers"
756,8948.573097256087,22,31,0,"Low-Spending, Infrequent Buyers"
757,5739.976851321334,19,28,0,"Low-Spending, Infrequent Buyers"
758,5277.254185542311,15,18,0,"Low-Spending, Infrequent Buyers"
759,3712.46332972818,15,36,2,"Moderate-Spending, Occasional Buyers"
760,6050.4648191134875,16,55,2,"Moderate-Spending, Occasional Buyers"
761,4136.543260643339,15,38,2,"Moderate-Spending, Occasional Buyers"
762,5183.014721968042,23,35,1,"High-Spending, Frequent Buyers"
763,8840.126807403192,20,38,0,"Low-Spending, Infrequent Buyers"
764,4855.910150413025,12,35,0,"Low-Spending, Infrequent Buyers"
765,6723.909989428514,16,27,0,"Low-Spending, Infrequent Buyers"
766,3945.235362311169,13,43,2,"Moderate-Spending, Occasional Buyers"
767,4947.517264254558,20,37,2,"Moderate-Spending, Occasional Buyers"
768,7656.200953453264,16,35,0,"Low-Spending, Infrequent Buyers"
769,4059.549413318349,18,25,1,"High-Spending, Frequent Buyers"
770,7718.672836995393,22,48,0,"Low-Spending, Infrequent Buyers"
771,6061.627903183213,19,42,0,"Low-Spending, Infrequent Buyers"
772,4156.299836158599,20,29,1,"High-Spending, Frequent Buyers"
773,5948.611608583282,23,45,2,"Moderate-Spending, Occasional Buyers"
774,6458.8316744400945,20,30,0,"Low-Spending, Infrequent Buyers"
775,5932.714943325795,26,27,1,"High-Spending, Frequent Buyers"
776,2644.6629201643154,20,27,1,"High-Spending, Frequent Buyers"
777,3909.2942362626973,21,18,1,"High-Spending, Frequent Buyers"
778,4628.722046672743,18,40,2,"Moderate-Spending, Occasional Buyers"
779,4888.349856349931,23,18,1,"High-Spending, Frequent Buyers"
780,5931.008146326017,18,23,0,"Low-Spending, Infrequent Buyers"
781,5266.551501399881,16,18,1,"High-Spending, Frequent Buyers"
782,2996.983461934848,19,34,2,"Moderate-Spending, Occasional Buyers"
783,5570.296776508945,24,33,1,"High-Spending, Frequent Buyers"
784,5915.878617925735,20,32,0,"Low-Spending, Infrequent Buyers"
785,5839.68567189656,22,25,1,"High-Spending, Frequent Buyers"
786,6621.171088331933,16,23,0,"Low-Spending, Infrequent Buyers"
787,6250.883231823356,23,40,0,"Low-Spending, Infrequent Buyers"
788,5688.770118842655,25,29,1,"High-Spending, Frequent Buyers"
789,4894.75143281203,18,38,2,"Moderate-Spending, Occasional Buyers"
790,2508.5585997260127,19,26,1,"High-Spending, Frequent Buyers"
791,5644.427328698879,19,37,0,"Low-Spending, Infrequent Buyers"
792,5311.531530744667,18,48,2,"Moderate-Spending, Occasional Buyers"
793,5407.368255793061,27,41,1,"High-Spending, Frequent Buyers"
794,3084.877136269536,18,31,1,"High-Spending, Frequent Buyers"
795,3378.4151893876065,33,38,1,"High-Spending, Frequent Buyers"
796,6579.729279999356,22,33,0,"Low-Spending, Infrequent Buyers"
797,4940.667269215018,18,35,2,"Moderate-Spending, Occasional Buyers"
798,6022.2510460589365,21,32,0,"Low-Spending, Infrequent Buyers"
799,5042.477564195692,16,33,0,"Low-Spending, Infrequent Buyers"
